VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-01-01 00:01:26,2016-01-01 00:13:41,1,3.86,-73.97683715820312,40.764591217041016,1,N,-73.9541015625,40.80475997924805,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16
2,2016-01-01 00:01:26,2016-01-01 00:12:40,1,2.7,-74.0009536743164,40.730838775634766,1,N,-74.0172348022461,40.70491790771485,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3
1,2016-01-01 00:01:27,2016-01-01 00:35:02,1,3.1,-73.97439575195312,40.763877868652344,1,N,-73.999267578125,40.7281608581543,1,21.0,0.5,0.5,4.45,0.0,0.3,26.75
1,2016-01-01 00:01:27,2016-01-01 00:02:33,1,0.1,-73.9551773071289,40.77317428588867,1,N,-73.95623016357422,40.77203750610352,3,3.0,0.5,0.5,0.0,0.0,0.3,4.3
2,2016-01-01 00:01:27,2016-01-01 00:14:34,1,1.4,-73.9898681640625,40.7293701171875,1,N,-73.98392486572266,40.74564743041992,1,9.0,0.5,0.5,3.09,0.0,0.3,13.39
1,2016-01-01 00:01:29,2016-01-01 00:25:53,1,11.2,-73.96961212158203,40.757713317871094,1,N,-73.90223693847656,40.70281219482422,1,32.5,0.5,0.5,0.0,0.0,0.3,33.8
1,2016-01-01 00:01:29,2016-01-01 00:29:40,1,5.6,-74.0024185180664,40.73323440551758,1,N,-73.9245834350586,40.691917419433594,1,22.5,0.5,0.5,4.75,0.0,0.3,28.55
2,2016-01-01 00:01:29,2016-01-01 00:10:45,1,1.52,-73.97177124023438,40.75983810424805,1,N,-73.98751831054688,40.748722076416016,1,8.0,0.5,0.5,2.79,0.0,0.3,12.09
2,2016-01-01 00:01:29,2016-01-01 00:05:08,1,0.76,-73.94184875488281,40.82948303222656,1,N,-73.93864440917967,40.839866638183594,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
2,2016-01-01 00:01:29,2016-01-01 00:12:56,5,2.68,-74.0105209350586,40.71841049194336,1,N,-73.99134826660156,40.745208740234375,1,10.0,0.5,0.5,2.0,0.0,0.3,13.3
2,2016-01-01 00:01:32,2016-01-01 00:25:32,1,2.7,-74.00708770751953,40.71913146972656,1,N,-73.98757934570312,40.7498893737793,1,16.0,0.5,0.5,1.5,0.0,0.3,18.8
1,2016-01-01 00:01:33,2016-01-01 00:14:43,1,4.3,-73.99446868896484,40.71897888183594,1,N,-73.95662689208984,40.67439270019531,1,15.0,0.5,0.5,3.25,0.0,0.3,19.55
2,2016-01-01 00:01:33,2016-01-01 00:13:25,1,6.29,-73.98499298095702,40.77389144897461,1,N,-73.93649291992188,40.84777069091797,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8
2,2016-01-01 00:01:33,2016-01-01 00:05:39,1,1.22,-73.8626937866211,40.76873016357422,1,N,-73.87529754638672,40.77035903930664,1,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2016-01-01 00:01:33,2016-01-01 00:15:16,5,1.49,-73.99803161621094,40.719669342041016,1,N,-73.9839096069336,40.7318000793457,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56
2,2016-01-01 00:01:33,2016-01-01 00:37:20,5,11.55,-73.79447937011719,40.65715026855469,1,N,-73.88738250732422,40.65415954589844,2,36.5,0.5,0.5,0.0,0.0,0.3,37.8
1,2016-01-01 00:01:34,2016-01-01 00:15:38,1,2.9,0.0,0.0,1,N,0.0,0.0,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3
2,2016-01-01 00:01:34,2016-01-01 00:18:12,1,2.67,-74.00284576416016,40.73115158081055,1,N,-73.97352600097656,40.74871063232422,1,12.5,0.5,0.5,1.1,0.0,0.3,14.9
2,2016-01-01 00:01:34,2016-01-01 00:19:14,1,4.26,-73.97858428955078,40.76258087158203,1,N,-73.96331024169922,40.79871368408203,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96
1,2016-01-01 00:01:35,2016-01-01 00:09:13,1,1.3,-73.9957733154297,40.75932312011719,1,N,-73.994873046875,40.750301361083984,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
1,2016-01-01 00:01:35,2016-01-01 00:08:48,1,1.3,-74.00505065917967,40.73995590209961,1,N,-73.98983764648438,40.729434967041016,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
2,2016-01-01 00:01:35,2016-01-01 00:08:11,3,1.18,-73.99897003173828,40.73460006713867,1,N,-73.98368072509767,40.72577667236328,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
2,2016-01-01 00:01:36,2016-01-01 00:20:36,1,3.55,0.0,0.0,1,N,0.0,0.0,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16
2,2016-01-01 00:01:37,2016-01-01 00:26:40,2,4.59,-73.97367095947266,40.78451919555664,1,N,-73.98818969726562,40.731971740722656,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3
2,2016-01-01 00:01:37,2016-01-01 00:25:25,2,1.53,0.0,0.0,1,N,0.0,0.0,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3
2,2016-01-01 00:01:37,2016-01-01 00:03:31,1,0.2,-73.97333526611328,40.76407241821289,1,N,-73.974853515625,40.76173400878906,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8
1,2016-01-01 00:01:38,2016-01-01 00:35:31,1,10.1,-73.9784927368164,40.762176513671875,1,N,-73.9610824584961,40.66745376586914,2,33.0,0.5,0.5,0.0,0.0,0.3,34.3
1,2016-01-01 00:01:38,2016-01-01 00:06:22,1,0.7,-73.99783325195312,40.74491500854492,1,N,-73.99201202392578,40.738502502441406,1,5.5,0.5,0.5,1.2,0.0,0.3,8.0
1,2016-01-01 00:01:38,2016-01-01 00:08:32,1,0.9,-73.9555892944336,40.7640495300293,1,N,-73.96797943115236,40.762413024902344,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1,2016-01-01 00:01:38,2016-01-01 00:45:57,1,7.8,-73.98835754394531,40.72014236450195,1,N,-73.9688491821289,40.79058074951172,1,32.5,0.5,0.5,6.76,0.0,0.3,40.56
1,2016-01-01 00:01:38,2016-01-01 00:06:34,1,1.2,-73.99267578125,40.72039031982422,1,N,-74.00337219238281,40.70816802978515,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75
1,2016-01-01 00:01:39,2016-01-01 00:20:55,2,6.2,-74.01483917236328,40.71460723876953,1,N,-73.9875259399414,40.74550247192382,1,21.0,0.5,0.5,5.55,0.0,0.3,27.85
1,2016-01-01 00:01:39,2016-01-01 00:17:04,1,4.0,-73.94416809082033,40.7880744934082,1,N,-73.98552703857422,40.747257232666016,1,14.5,0.5,0.5,1.0,0.0,0.3,16.8
1,2016-01-01 00:01:39,2016-01-01 00:12:30,1,3.3,-73.97856903076172,40.72957229614258,1,N,-73.9554443359375,40.768348693847656,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8
2,2016-01-01 00:01:39,2016-01-01 00:05:47,1,0.71,-73.99903106689453,40.73421859741211,1,N,-73.99922180175781,40.729026794433594,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
1,2016-01-01 00:01:40,2016-01-01 00:16:59,1,5.7,-73.95992279052734,40.77350234985352,1,N,-73.88846588134764,40.81656265258789,2,18.5,0.5,0.5,0.0,0.0,0.3,19.8
1,2016-01-01 00:01:40,2016-01-01 00:24:33,2,3.6,-73.99394226074219,40.7567138671875,1,N,-74.00363159179688,40.75147247314453,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3
1,2016-01-01 00:01:41,2016-01-01 00:07:46,1,0.9,-74.00257873535156,40.73963928222656,1,N,-74.002197265625,40.74522018432618,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
1,2016-01-01 00:01:41,2016-01-01 00:34:07,3,9.6,-73.99676513671875,40.74243927001953,1,N,-73.94156646728516,40.85139083862305,1,32.0,0.5,0.5,5.0,0.0,0.3,38.3
2,2016-01-01 00:01:41,2016-01-01 00:08:17,1,1.33,-73.97644805908203,40.75837707519531,1,N,-73.97643280029298,40.7451057434082,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
2,2016-01-01 00:01:41,2016-01-01 00:08:50,1,1.18,-74.00428009033203,40.721820831298835,1,N,-73.99907684326172,40.734031677246094,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1,2016-01-01 00:01:42,2016-01-01 00:16:39,1,6.9,-73.97149658203125,40.756011962890625,1,N,-74.0155029296875,40.7178955078125,1,21.5,0.5,0.5,4.56,0.0,0.3,27.36
2,2016-01-29 09:18:19,2016-01-29 09:28:56,1,1.78,-73.94954681396484,40.77176284790039,1,N,-73.96369934082033,40.75725173950195,1,9.0,0.0,0.5,2.45,0.0,0.3,12.25
1,2016-01-29 09:18:20,2016-01-29 10:20:27,1,7.5,-73.9739990234375,40.74299240112305,1,N,-73.95480346679688,40.69256210327149,2,41.0,0.0,0.5,0.0,0.0,0.3,41.8
1,2016-01-29 09:18:20,2016-01-29 09:29:27,1,1.4,-73.98726654052734,40.74432373046875,1,N,-73.97976684570312,40.760555267333984,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8
1,2016-01-29 09:18:20,2016-01-29 09:21:35,1,0.5,-73.94271087646484,40.79436111450195,1,N,-73.93535614013672,40.79618835449219,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
1,2016-01-29 09:18:20,2016-01-29 09:30:41,1,1.0,-74.00877380371094,40.713890075683594,1,N,-73.99676513671875,40.723995208740234,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8
1,2016-01-29 09:18:20,2016-01-29 09:23:43,1,0.6,-73.99771118164062,40.724002838134766,1,N,-74.0052719116211,40.71913146972656,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
1,2016-01-29 09:18:21,2016-01-29 09:39:13,1,2.7,-73.9652099609375,40.79120635986328,1,N,-73.97584533691406,40.760135650634766,1,15.0,0.0,0.5,3.15,0.0,0.3,18.95
1,2016-01-29 09:18:21,2016-01-29 09:33:55,1,2.6,-73.98202514648438,40.77247619628906,1,N,-73.95494842529298,40.78335952758789,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
1,2016-01-29 09:18:21,2016-01-29 09:27:59,1,1.2,-73.99658966064453,40.7428092956543,1,N,-73.98961639404298,40.757415771484375,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2016-01-29 09:18:21,2016-01-29 09:28:16,5,1.23,-74.01598358154298,40.715091705322266,1,N,-74.0010757446289,40.72101211547851,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
2,2016-01-29 09:18:21,2016-01-29 09:23:18,1,0.69,-73.9751205444336,40.75225830078125,1,N,-73.98383331298828,40.74715042114258,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2016-01-29 09:18:21,2016-01-29 09:27:30,1,1.61,-73.95571899414062,40.76820373535156,1,N,-73.97206115722656,40.78177261352539,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
2,2016-01-29 09:18:21,2016-01-29 09:19:57,1,0.29,-73.97188568115236,40.78183364868164,1,N,-73.9693832397461,40.78534698486328,1,3.5,0.0,0.5,1.29,0.0,0.3,5.59
2,2016-01-29 09:18:21,2016-01-29 09:54:39,1,4.89,-74.00592803955078,40.74522018432618,1,N,-73.96426391601562,40.807376861572266,1,24.5,0.0,0.5,1.1,0.0,0.3,26.4
2,2016-01-29 09:18:21,2016-01-29 09:40:52,2,7.33,-73.99788665771484,40.682857513427734,1,N,-73.97223663330078,40.74979782104492,1,23.5,0.0,0.5,6.08,0.0,0.3,30.38
1,2016-01-29 09:18:22,2016-01-29 09:25:05,1,0.9,-73.99626159667967,40.738037109375,1,N,-73.99027252197266,40.73168182373047,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
1,2016-01-29 09:18:22,2016-01-29 09:28:43,1,0.8,-73.99120330810547,40.74973678588867,1,N,-73.98949432373047,40.73994827270508,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
1,2016-01-29 09:18:22,2016-01-29 09:28:10,1,1.2,-73.9578628540039,40.76536560058594,1,N,-73.97076416015625,40.75789260864258,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
1,2016-01-29 09:18:22,2016-01-29 09:25:30,1,0.9,0.0,0.0,1,N,0.0,0.0,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75
2,2016-01-29 09:18:22,2016-01-29 09:27:28,1,2.6,-74.01063537597656,40.717437744140625,1,N,-74.00794982910156,40.75130081176758,1,10.5,0.0,0.5,2.0,0.0,0.3,13.3
2,2016-01-29 09:18:22,2016-01-29 09:29:24,6,1.1,-73.96724700927734,40.76068878173828,1,N,-73.98075103759767,40.76766586303711,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2016-01-29 09:18:22,2016-01-29 09:32:34,1,2.96,-73.97779846191406,40.73419189453125,1,N,-74.00101470947266,40.72420883178711,1,13.0,0.0,0.5,2.0,0.0,0.3,15.8
2,2016-01-29 09:18:22,2016-01-29 09:35:21,5,1.4,-73.97921752929688,40.784881591796875,1,N,-73.98188781738281,40.76570892333984,1,11.5,0.0,0.5,2.0,0.0,0.3,14.3
1,2016-01-29 09:18:23,2016-01-29 09:33:03,1,1.5,-73.98064422607422,40.78244400024414,1,N,-73.98381042480469,40.76136016845703,1,10.5,0.0,0.5,2.5,0.0,0.3,13.8
1,2016-01-29 09:18:23,2016-01-29 09:23:47,1,0.6,-73.98426055908203,40.75483322143555,1,N,-73.9769515991211,40.7585334777832,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55
1,2016-01-29 09:18:23,2016-01-29 09:32:05,1,1.8,-73.99336242675781,40.74690246582031,1,N,-73.98306274414062,40.76579284667969,1,10.5,0.0,0.5,2.8,0.0,0.3,14.1
2,2016-01-29 09:18:23,2016-01-29 09:44:52,1,2.96,-73.9622344970703,40.776077270507805,1,N,-73.98980712890625,40.741180419921875,1,17.5,0.0,0.5,2.0,0.0,0.3,20.3
2,2016-01-29 09:18:23,2016-01-29 09:23:09,5,0.89,-73.93569946289062,40.76107025146485,1,N,-73.937744140625,40.7536735534668,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2016-01-29 09:18:23,2016-01-29 09:19:37,6,0.27,-73.97733306884764,40.750141143798835,1,N,-73.98046112060547,40.74761962890625,2,3.0,0.0,0.5,0.0,0.0,0.3,3.8
2,2016-01-29 09:18:23,2016-01-29 09:32:15,2,2.01,-73.9610366821289,40.79672622680664,1,N,-73.95339965820312,40.77848052978515,1,10.5,0.0,0.5,1.11,0.0,0.3,12.41
2,2016-01-29 09:18:23,2016-01-29 09:21:34,2,0.69,-73.96102142333984,40.76947021484375,1,N,-73.96350860595702,40.77423095703125,1,4.5,0.0,0.5,0.0,0.0,0.3,5.3
2,2016-01-29 09:18:24,2016-01-29 09:22:37,1,0.78,-73.9882583618164,40.75381088256836,1,N,-73.98554992675781,40.747093200683594,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
2,2016-01-29 09:18:24,2016-01-29 09:35:43,1,3.92,-73.99602508544922,40.686729431152344,1,N,-74.01582336425781,40.71446990966797,2,15.5,0.0,0.5,0.0,0.0,0.3,16.3
2,2016-01-29 09:18:24,2016-01-29 09:29:51,1,1.61,-73.99082946777344,40.750526428222656,1,N,-73.98933410644531,40.73408126831055,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
1,2016-01-29 09:18:25,2016-01-29 09:40:03,1,4.7,-73.98930358886719,40.740478515625,1,N,-74.00837707519531,40.711029052734375,1,19.0,0.0,0.5,3.95,0.0,0.3,23.75
1,2016-01-29 09:18:25,2016-01-29 09:29:35,1,2.5,-73.96990966796875,40.78459167480469,1,N,-73.9435043334961,40.801605224609375,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2,2016-01-29 09:18:25,2016-01-29 09:26:04,2,1.07,-73.96685028076172,40.76163864135742,1,N,-73.9534912109375,40.76723861694336,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2016-01-29 09:18:25,2016-01-29 09:33:39,6,5.41,-73.98110961914062,40.779388427734375,1,N,-73.94001770019531,40.84123229980469,1,18.0,0.0,0.5,4.7,0.0,0.3,23.5
2,2016-01-29 09:18:25,2016-01-29 09:29:08,6,1.48,-73.9854507446289,40.744510650634766,1,N,-73.97112274169922,40.75926971435547,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3
2,2016-01-29 09:18:25,2016-01-29 09:29:06,5,2.06,-73.9649429321289,40.79513168334961,1,N,-73.93946075439453,40.804630279541016,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
1,2016-01-29 09:18:26,2016-01-29 09:29:41,1,0.9,-73.9677734375,40.75600814819336,1,N,-73.97921752929688,40.75299072265625,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55
1,2016-01-29 09:18:26,2016-01-29 09:31:53,1,1.5,-73.99271392822266,40.75522232055664,1,N,-73.99132537841797,40.738807678222656,1,10.0,0.0,0.5,1.0,0.0,0.3,11.8
1,2016-01-29 09:18:26,2016-01-29 09:28:59,1,1.3,-73.95632934570312,40.77143478393555,1,N,-73.9702377319336,40.75920104980469,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
2,2016-01-29 09:18:26,2016-01-29 09:25:24,1,0.52,-73.96843719482422,40.79944610595703,1,N,-73.96643829345702,40.794395446777344,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
2,2016-01-29 09:18:26,2016-01-29 09:36:30,2,2.36,-73.96105194091797,40.76081085205078,1,N,-73.98296356201172,40.74802017211914,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16
2,2016-01-29 09:18:26,2016-01-29 09:25:02,1,4.48,-73.9719009399414,40.794780731201165,1,N,-73.938720703125,40.84856033325195,1,13.5,0.0,0.5,2.0,0.0,0.3,16.3
2,2016-01-29 09:18:26,2016-01-29 09:22:00,5,0.32,-73.9582290649414,40.77873992919922,1,N,-73.9611587524414,40.77465057373047,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76
1,2016-01-29 09:18:27,2016-01-29 09:49:13,1,8.6,-73.94605255126953,40.79247283935547,1,N,-73.99317169189453,40.719764709472656,1,28.0,0.0,0.5,5.75,0.0,0.3,34.55
1,2016-01-29 09:18:27,2016-01-29 09:27:58,1,1.9,-73.9560317993164,40.781097412109375,1,N,-73.93888854980469,40.80495834350586,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
1,2016-01-29 09:18:27,2016-01-29 09:32:19,2,1.1,-73.98194122314453,40.75214385986328,1,N,-73.97282409667967,40.75810623168945,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35
2,2016-01-29 09:18:27,2016-01-29 09:48:03,5,3.32,-73.95364379882812,40.76662063598633,1,N,-73.99324035644531,40.747291564941406,1,19.0,0.0,0.5,1.0,0.0,0.3,20.8
2,2016-01-29 09:18:27,2016-01-29 09:27:07,1,0.6,-73.99176025390625,40.74924850463867,1,N,-73.98931121826172,40.74381256103515,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
2,2016-01-29 09:18:27,2016-01-29 09:23:41,1,0.81,-73.97254943847656,40.74652099609375,1,N,-73.96790313720702,40.75553131103515,1,5.5,0.0,0.5,1.58,0.0,0.3,7.88
2,2016-01-29 09:18:27,2016-01-29 09:27:47,5,0.79,-73.98988342285156,40.735252380371094,1,N,-73.98124694824219,40.736366271972656,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
2,2016-01-29 09:18:27,2016-01-29 09:29:06,1,0.51,-73.97547912597656,40.749813079833984,1,N,-73.97008514404298,40.756099700927734,1,7.5,0.0,0.5,0.0,0.0,0.3,8.3
1,2016-01-29 09:18:28,2016-01-29 09:59:42,1,4.6,-73.99557495117188,40.75481796264648,1,N,-73.94874572753906,40.77069854736328,1,26.5,0.0,0.5,5.45,0.0,0.3,32.75
1,2016-01-29 09:18:28,2016-01-29 09:18:34,1,0.0,-73.9499282836914,40.77203750610352,1,N,-73.94992065429688,40.77203369140625,3,2.5,0.0,0.5,0.0,0.0,0.3,3.3
1,2016-01-29 09:18:28,2016-01-29 09:32:04,1,1.2,-73.9845199584961,40.745746612548835,1,N,-73.97261047363281,40.76155853271485,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35
2,2016-01-29 09:18:28,2016-01-29 09:27:01,1,0.77,-73.97462463378906,40.75106048583984,1,N,-73.98721313476562,40.75628662109375,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
2,2016-01-29 09:18:28,2016-01-29 09:32:44,5,1.43,-73.98094177246094,40.7443733215332,1,N,-73.9813461303711,40.759475708007805,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
2,2016-01-29 09:18:28,2016-01-29 09:21:05,2,0.34,-73.95726013183594,40.77048873901367,1,N,-73.96286010742188,40.76816177368164,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
2,2016-01-29 09:18:28,2016-01-29 09:41:42,1,3.49,-74.01615142822266,40.70991134643555,1,N,-73.99156188964844,40.73992156982422,1,17.0,0.0,0.5,1.0,0.0,0.3,18.8
2,2016-01-29 09:18:28,2016-01-29 09:42:10,1,1.77,-73.99031066894531,40.750938415527344,1,N,-73.97059631347656,40.756080627441406,1,15.0,0.0,0.5,3.16,0.0,0.3,18.96
2,2016-01-29 09:18:28,2016-01-29 09:48:46,1,4.65,-74.00508880615236,40.73099899291992,1,N,-73.96195983886719,40.77328109741211,2,21.0,0.0,0.5,0.0,0.0,0.3,21.8
1,2016-01-29 09:18:29,2016-01-29 09:42:24,1,3.2,-73.99398040771484,40.75120162963867,1,N,-73.96849060058594,40.7907829284668,1,17.0,0.0,0.5,3.55,0.0,0.3,21.35
1,2016-01-29 09:18:29,2016-01-29 09:27:48,1,1.3,-73.9869384765625,40.73944091796875,1,N,-73.97518920898438,40.75590133666992,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
1,2016-01-29 09:18:29,2016-01-29 09:43:48,1,2.0,-73.97987365722656,40.73516082763672,1,N,-73.99079132080078,40.755157470703125,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8
1,2016-01-29 09:18:29,2016-01-29 09:38:37,1,1.7,-73.99188232421875,40.74993896484375,1,N,-73.97618865966797,40.740779876708984,1,13.5,0.0,0.5,1.7,0.0,0.3,16.0
2,2016-01-29 09:18:29,2016-01-29 09:33:10,1,2.89,-73.99655151367188,40.737300872802734,1,N,-74.01409912109375,40.71392059326172,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56
2,2016-01-29 09:18:29,2016-01-29 09:27:44,1,1.05,-74.00878143310547,40.71905517578125,1,N,-73.99854278564453,40.72859191894531,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
2,2016-01-29 09:18:29,2016-01-29 09:34:49,1,1.43,-73.9952392578125,40.74982070922851,1,N,-73.97733306884764,40.75545883178711,1,11.0,0.0,0.5,2.95,0.0,0.3,14.75
2,2016-01-29 09:18:29,2016-01-29 09:29:55,1,1.69,-74.00081634521484,40.752349853515625,1,N,-73.9905014038086,40.7401008605957,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
1,2016-01-29 09:18:30,2016-01-29 09:23:43,1,0.9,-74.01686096191406,40.70631790161133,1,N,-74.01053619384764,40.70880889892578,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,2016-01-29 09:18:30,2016-01-29 09:39:57,1,1.6,-73.95657348632812,40.76701736450195,1,N,-73.97697448730469,40.76251983642578,1,14.0,0.0,0.5,2.95,0.0,0.3,17.75
1,2016-01-29 09:18:30,2016-01-29 09:29:58,1,1.2,-73.96696472167967,40.76984786987305,1,N,-73.98430633544922,40.769893646240234,1,8.5,0.0,0.5,1.5,0.0,0.3,10.8
2,2016-01-29 09:18:30,2016-01-29 10:03:31,3,19.22,-74.00275421142578,40.728641510009766,2,N,-73.78350067138672,40.643699645996094,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
1,2016-01-29 09:18:31,2016-01-29 09:37:55,1,2.1,-73.98223114013672,40.765132904052734,1,N,-73.9542007446289,40.767181396484375,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8
1,2016-01-29 09:18:31,2016-01-29 09:45:17,1,7.0,-74.00020599365236,40.67845153808594,1,N,-73.98304748535156,40.73482131958008,1,25.5,0.0,0.5,6.35,5.54,0.3,38.19
1,2016-01-29 09:18:31,2016-01-29 09:51:40,1,15.9,-73.98362731933594,40.74764251708984,2,N,-73.78704833984375,40.64691162109375,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
2,2016-01-29 09:18:31,2016-01-29 09:40:50,6,6.82,-73.95172882080078,40.76948928833008,1,N,-73.91217041015625,40.758941650390625,1,23.5,0.0,0.5,5.97,5.54,0.3,35.81
2,2016-01-29 09:18:31,2016-01-29 09:25:55,1,1.25,-73.95570373535156,40.76848220825195,1,N,-73.95994567871094,40.778812408447266,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
2,2016-01-29 09:18:31,2016-01-29 09:39:17,1,2.25,-73.9881362915039,40.738006591796875,1,N,-73.98253631591797,40.763240814208984,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76
1,2016-01-29 09:18:32,2016-01-29 09:48:56,1,5.1,-73.9938735961914,40.735260009765625,1,N,-74.01419067382812,40.70835876464844,1,24.0,0.0,0.5,4.95,0.0,0.3,29.75
1,2016-01-29 09:18:32,2016-01-29 09:35:38,1,3.0,-73.98641967773438,40.73462677001953,1,N,-74.01580810546875,40.71603775024414,1,14.0,0.0,0.5,3.7,0.0,0.3,18.5
1,2016-01-29 09:18:32,2016-01-29 09:41:58,1,2.1,-73.95574188232422,40.78190994262695,1,N,-73.96240997314453,40.75834274291992,1,15.0,0.0,0.5,3.15,0.0,0.3,18.95
1,2016-01-29 09:18:32,2016-01-29 09:55:33,1,3.4,-73.95587158203125,40.77930450439453,1,N,-73.98916625976562,40.74135971069336,1,22.5,0.0,0.5,5.82,0.0,0.3,29.12
2,2016-01-29 09:18:32,2016-01-29 09:37:50,1,5.17,-73.9789047241211,40.74076843261719,1,N,-74.01493072509767,40.71307373046875,1,19.5,0.0,0.5,4.06,0.0,0.3,24.36
1,2016-01-29 09:18:33,2016-01-29 09:20:32,1,0.4,-73.99958038330078,40.73851013183594,1,N,-74.00247192382812,40.73403549194336,1,3.5,0.0,0.5,0.85,0.0,0.3,5.15
1,2016-01-29 09:18:33,2016-01-29 09:45:32,1,3.3,-73.98578643798828,40.730953216552734,1,N,-73.96662139892578,40.76629257202149,1,18.0,0.0,0.5,3.75,0.0,0.3,22.55
1,2016-01-29 09:18:33,2016-01-29 09:37:02,2,1.5,-73.99021911621094,40.756256103515625,1,N,-73.98146057128906,40.745216369628906,1,12.5,0.0,0.5,1.0,0.0,0.3,14.3
2,2016-01-29 09:18:33,2016-01-29 09:33:36,3,1.57,-73.95265197753906,40.7835807800293,1,N,-73.96455383300781,40.76481246948242,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2,2016-01-29 09:18:33,2016-01-29 09:27:32,5,2.11,-73.94956970214844,40.781150817871094,1,N,-73.97589111328125,40.776458740234375,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
2,2016-01-29 09:18:33,2016-01-29 09:40:10,1,10.76,-73.97713470458984,40.75194549560547,1,N,-73.87052917480469,40.77375793457031,1,31.5,0.0,0.5,5.0,5.54,0.3,42.84
2,2016-01-29 09:18:33,2016-01-29 09:43:30,5,3.76,-73.95365142822266,40.76694107055664,1,N,-73.9445571899414,40.8089714050293,1,18.0,0.0,0.5,3.76,0.0,0.3,22.56
